"a_fecha","playerRanking","code","name","age","imageUrl","team_code","team_tvCodes","team_name","team_imageUrl","gamesPlayed","gamesStarted","minutesPlayed","pointsScored","twoPointersMade","twoPointersAttempted","twoPointersPercentage","threePointersMade","threePointersAttempted","threePointersPercentage","freeThrowsMade","freeThrowsAttempted","freeThrowsPercentage","offensiveRebounds","defensiveRebounds","totalRebounds","assists","steals","turnovers","blocks","blocksAgainst","foulsCommited","foulsDrawn","pir"
"28-01-2026 04:48:42",143,"012630","MAGEE, FLETCHER",29,"https://media-cdn.cortextech.io/db107d82-1a19-45e2-b69c-a26574d7fc69.png","BUD","BUD","KK Buducnost","https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png",12,0,13.3680555555556,7.3,0.7,1.4,"47.1%",1.7,3.7,"45.5%",1,1,"100%",0.2,0.8,0.9,0.7,0.2,0.7,0,0.1,1.9,1.3,5
"28-01-2026 04:48:42",144,"014099","RAI, AARYN",27,"https://media-cdn.cortextech.io/da2cb0b3-7142-4d52-aa6c-3f05f84e6545.png","LLI","LDN","London Lions","https://media-cdn.cortextech.io/102de468-9e41-4b8e-b44d-23bebb9e916f.png",15,9,21.3422222222222,4.4,1.5,2.7,"53.7%",0.3,1.1,"23.5%",0.7,0.9,"71.4%",1.3,1.9,3.1,1.3,0.6,0.9,0.1,0,2.3,0.7,4.7
"28-01-2026 04:48:42",145,"013848","STEINBERGS, MARCIS",24,"https://media-cdn.cortextech.io/dfaa13c6-8c6c-44af-83aa-a211765872aa.png","MAN","MAN","BAXI Manresa","https://media-cdn.cortextech.io/a28053c7-ada4-47de-ae4c-888c1b3996b6.png",15,10,20.9033333333333,6.3,0.9,1.3,"65%",1.2,4.4,"27.3%",0.9,1.4,"66.7%",1.1,2.1,3.2,0.7,0.3,1.1,0.1,0.1,1.7,1.1,4.6
"28-01-2026 04:48:42",146,"009898","BICKAUSKIS, DOVIS",32,"https://media-cdn.cortextech.io/757d1966-52d9-44b8-9d51-71194e64bb96.png","LKB","LIE","Lietkabelis Panevezys ","https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png",13,6,16.6205128205128,5.2,0.5,1.8,"29.2%",0.8,1.9,"44%",1.5,2.1,"74.1%",0.2,1.4,1.6,1.6,0.5,1.2,0.1,0.2,2.7,2.5,4.5
"28-01-2026 04:48:42",147,"013925","COLEMAN -JONES, JARED",25,"https://media-cdn.cortextech.io/ba36e9c5-129b-48bc-8d3b-c914689cfbc7.png","WRO","WKS","WKS Slask Wroclaw","https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png",14,6,14.4357142857143,4.6,1.1,2.6,"44.4%",0.6,1.3,"44.4%",0.6,1.1,"50%",0.9,2.5,3.4,0.5,0.1,0.9,0.4,0.1,1.8,1,4.5
"28-01-2026 04:48:42",148,"006154","BERUCKA, ARNAS",28,"https://media-cdn.cortextech.io/77a072a2-694e-43dd-ac5a-c1c99458cfd8.png","KLA","NEP","Neptunas Klaipeda","https://media-cdn.cortextech.io/ed0df5cd-c9e4-4387-bcd4-3606270cd255.png",15,7,19.1788888888889,5.3,0.7,1.9,"39.3%",0.9,2.7,"35%",1,1.3,"75%",0.9,1.1,2,0.7,0.9,0.3,0.2,0.3,2.5,1.6,4.4
"28-01-2026 04:48:42",149,"003242","OGBE, KENNETH",31,"https://media-cdn.cortextech.io/8c6ed3ac-2186-4048-94fc-ad1dec2efbf7.png","HAM","HAM","Hamburg Towers","https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png",14,5,20.9071428571429,6.2,1.1,2,"53.6%",0.8,2.8,"28.2%",1.7,2.5,"68.6%",0.6,1.4,2,1.3,0.7,1.8,0,0.1,3.4,3.1,4.4
"28-01-2026 04:48:42",150,"013856","GIRARD III, JOSEPH",25,"https://media-cdn.cortextech.io/44c3e441-0c60-4898-90db-07b51a963e45.png","LJU","COL","KK Cedevita Olimpija","https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png",14,1,15.2678571428571,7,0.9,2.1,"41.4%",1.5,3.9,"38.9%",0.8,0.9,"91.7%",0.4,0.9,1.3,1.3,0.7,1.1,0,0.4,2.1,1.1,4.3
"28-01-2026 04:48:42",151,"008103","MARONKA, ZSOMBOR",23,"https://media-cdn.cortextech.io/8199aa67-485c-4d39-a554-08e3318ef1cc.png","HAM","HAM","Hamburg Towers","https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png",12,3,17.7555555555556,5.4,1,2,"50%",0.9,2.9,"31.4%",0.7,1,"66.7%",0.8,2.3,3.1,1,0.2,0.9,0.2,0.2,2.1,0.8,4.2
"28-01-2026 04:48:42",152,"013892","KAJAMI-KEANE, KAZA",31,"https://media-cdn.cortextech.io/8acd4677-59ac-4844-be65-f312eaf2cff9.png","NIN","NIN","NINERS Chemnitz","https://media-cdn.cortextech.io/75ae96be-69f9-4e48-b5bd-b1056842db57.png",10,2,16.1383333333333,5.1,0.7,2.4,"29.2%",0.9,3.5,"25.7%",1,1.4,"71.4%",0.9,1.2,2.1,3.7,0.6,1.8,0,0.4,2.1,1.6,4.1
"28-01-2026 04:48:42",153,"014038","FORESTER, JAKOB DWIGHT",26,"https://media-cdn.cortextech.io/ee8a2532-3a8b-4b04-becb-0ab3701b8443.png","ARI","ARI","Aris Thessaloniki","https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png",15,5,14.5122222222222,4.7,2,3.5,"57.7%",0,0,"0%",0.7,1.2,"61.1%",1.7,1.5,3.3,0.1,0.2,1.5,0.7,0.3,3.1,1.6,3.8
"28-01-2026 04:48:42",154,"006158","LUKOSIUNAS, KAROLIS",28,"https://media-cdn.cortextech.io/231bf007-4a03-4e84-9f8b-a05a5acddc56.png","LLI","LDN","London Lions","https://media-cdn.cortextech.io/102de468-9e41-4b8e-b44d-23bebb9e916f.png",14,2,17.5619047619048,6.6,0.3,0.6,"44.4%",1.9,4.7,"39.4%",0.4,0.7,"60%",0.6,1,1.6,0.9,0.7,0.7,0,0.1,2.6,0.9,3.8
"28-01-2026 04:48:42",155,"013957","FORBES, BRYN",32,"https://media-cdn.cortextech.io/39ef9865-f6ad-4ffc-b4e4-2928790d3baf.png","ARI","ARI","Aris Thessaloniki","https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png",10,4,19.2383333333333,6.1,1,2.3,"43.5%",0.7,3.1,"22.6%",2,2.6,"76.9%",0.1,0.9,1,0.5,0.3,1,0,0.2,0.6,1.8,3.6
"28-01-2026 04:48:42",156,"013247","KOVLIAR, OLEKSANDR",23,"https://media-cdn.cortextech.io/3f4271b7-90ad-4a35-b50a-27ef4d55ecc5.png","BUD","BUD","KK Buducnost","https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png",15,2,15.4644444444444,4.9,0.9,2,"43.3%",0.7,2.1,"31.2%",1.2,1.7,"72%",0.2,0.8,1,1.6,0.7,1.3,0.1,0.1,2.4,2,3.5
"28-01-2026 04:48:42",157,"011801","RICHARD, PATRICK",35,"https://media-cdn.cortextech.io/17f0e0b8-e2d8-432b-8444-646a4425dc89.png","CLU","UBT","U-BT Cluj-Napoca","https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png",14,2,16.9964285714286,4.3,0.4,0.9,"46.2%",1,3.4,"29.2%",0.4,0.4,"100%",0.4,1.2,1.6,2.4,0.4,1.1,0.2,0.1,1.5,0.2,3.4
"28-01-2026 04:48:42",158,"013918","KULIKOWSKI, BLAZEJ",24,"https://media-cdn.cortextech.io/da64afc1-55a6-49de-a002-8a1579aa7d49.png","WRO","WKS","WKS Slask Wroclaw","https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png",15,1,16.9411111111111,4.4,0.3,0.6,"44.4%",1.1,3.3,"34%",0.5,0.6,"77.8%",0.4,1.3,1.7,0.8,0.1,0.2,0,0.1,1.5,0.9,3.4
"28-01-2026 04:48:42",159,"008278","BAS, GOKTUG",24,"https://media-cdn.cortextech.io/948ebee4-9762-4d60-aebd-7210111c2d3c.png","BAH","BKS","Bahcesehir Koleji Istanbul","https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png",10,0,9.01333333333333,2.8,1.1,1.5,"73.3%",0.1,0.8,"12.5%",0.3,0.6,"50%",1.5,0.6,2.1,0.6,0.6,0.4,0.1,0,1.7,0.5,3.2
"28-01-2026 04:48:42",159,"013923","KAHRAMAN, ATA",26,"https://media-cdn.cortextech.io/421d90c3-f0f9-43fd-b1ab-13f7df3c2ea0.png","TTK","TTA","Turk Telekom Ankara","https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png",10,2,11.1383333333333,3.5,0.4,0.7,"57.1%",0.8,1.9,"42.1%",0.3,0.6,"50%",0.2,1.6,1.8,0.5,0.8,0.7,0.1,0.1,1.8,0.8,3.2
"28-01-2026 04:48:42",161,"001694","KULVIETIS, SAULIUS",34,"https://media-cdn.cortextech.io/c3ed2acb-561b-43a9-81f3-4501588647bb.png","CLU","UBT","U-BT Cluj-Napoca","https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png",12,4,11.3222222222222,4.8,0.3,0.7,"50%",1.2,2.5,"50%",0.3,0.4,"80%",0.3,0.7,1,0.9,0.2,0.5,0,0,1.9,0.3,3.1
"28-01-2026 04:48:42",162,"014135","PRICE, ETHAN",24,"https://media-cdn.cortextech.io/577d4c7e-21ca-4606-aa22-760feb1ba367.png","LLI","LDN","London Lions","https://media-cdn.cortextech.io/102de468-9e41-4b8e-b44d-23bebb9e916f.png",13,2,10.2564102564103,3.6,1.1,1.6,"66.7%",0.3,1.2,"26.7%",0.5,0.5,"100%",0.8,1.2,2.1,0.5,0.2,0.6,0.4,0.2,2.3,0.8,3.1
"28-01-2026 04:48:42",163,"013901","MBAYA, YVANN",24,"https://media-cdn.cortextech.io/cdce6f61-351c-4aaf-961f-f9172dc85aba.png","BOU","JLB","JL Bourg","https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png",12,0,9.34722222222222,2.6,1,1.8,"57.1%",0,0,"0%",0.6,0.9,"63.6%",0.7,1.7,2.3,0.3,0.5,0.6,0,0.2,1.6,0.8,3
"28-01-2026 04:48:42",164,"012405","HALTALI, FURKAN",23,"https://media-cdn.cortextech.io/7af94f1f-3111-45ab-857e-b803a5187de3.png","BAH","BKS","Bahcesehir Koleji Istanbul","https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png",10,0,5.1,2.1,0.8,1,"80%",0,0,"0%",0.5,0.9,"55.6%",0.6,0.6,1.2,0.4,0,0.4,0.3,0,0.9,0.8,2.9
"28-01-2026 04:48:42",165,"001057","PEREZ, DANI",35,"https://media-cdn.cortextech.io/759d72a4-0b62-4c20-a159-4b22ed70db44.png","MAN","MAN","BAXI Manresa","https://media-cdn.cortextech.io/a28053c7-ada4-47de-ae4c-888c1b3996b6.png",9,3,15.2166666666667,3,0.7,2.4,"27.3%",0.4,2.4,"18.2%",0.3,0.7,"50%",1,1.1,2.1,5.3,0.8,2.1,0,0.2,3.6,1.7,2.9
"28-01-2026 04:48:42",166,"012602","ANIGBATA , ALEC",21,"https://media-cdn.cortextech.io/6f5f7eb1-a162-4df6-9965-39846c5d3fae.png","ULM","ULM","ratiopharm ulm","https://media-cdn.cortextech.io/5750bc8b-dd63-48e4-8586-10d4e5e2b4e2.png",13,4,13.1782051282051,3.8,0.5,1.4,"38.9%",0.5,1.1,"42.9%",1.4,1.8,"78.3%",0.7,0.8,1.5,0.2,0.2,0.7,0.3,0.2,1.7,1.2,2.8
"28-01-2026 04:48:42",167,"009392","RADOVIC, ROK",24,"https://media-cdn.cortextech.io/0db71f72-6164-48b5-bc8b-bf9be97578df.png","LJU","COL","KK Cedevita Olimpija","https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png",12,3,19.5583333333333,3.7,0.8,2.3,"35.7%",0.3,1.3,"25%",1,1.2,"85.7%",1.2,1.8,2.9,0.5,0.7,0.6,0.1,0.2,2.7,1.1,2.8
"28-01-2026 04:48:42",168,"014030","BATTLE, KHALIF",25,"https://media-cdn.cortextech.io/c7c9bb2a-2792-418c-bf76-477b06e6e031.png","TRN","TRE","Dolomiti Energia Trento","https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png",11,4,22.0636363636364,8.6,1.6,4.7,"34.6%",0.9,4,"22.7%",2.6,2.8,"93.5%",0.4,1.7,2.1,1.2,0.7,1.8,0.1,0.6,3.4,2.3,2.8
"28-01-2026 04:48:42",169,"012115","GARAVAGLIA, DIEGO",18,"https://media-cdn.cortextech.io/3e27e17c-c18f-4705-bcb8-d5f7754f427a.png","ULM","ULM","ratiopharm ulm","https://media-cdn.cortextech.io/5750bc8b-dd63-48e4-8586-10d4e5e2b4e2.png",15,4,14.31,3.5,0.9,1.6,"58.3%",0.3,0.9,"28.6%",0.8,1,"80%",0.6,0.7,1.3,0.5,0.5,0.5,0.4,0.1,2.3,1,2.8
"28-01-2026 04:48:42",170,"006571","LEVER, ALESSANDRO",27,"https://media-cdn.cortextech.io/59e1f236-4e6d-4d40-80a9-f2b9a3431468.png","VNC","URV","Umana Reyer Venice","https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png",13,0,8.47435897435897,4.7,1.4,1.8,"78.3%",0.4,1.2,"31.2%",0.8,1.1,"71.4%",0.1,0.8,0.8,0.3,0.1,0.5,0.1,0.2,1.7,0.6,2.8
"28-01-2026 04:48:42",171,"006546","TAYLOR, JEFFERY",36,"https://media-cdn.cortextech.io/900e0281-8293-403f-a89d-3c52b99e5df7.png","CLU","UBT","U-BT Cluj-Napoca","https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png",12,6,20.1138888888889,2.9,0.8,1.5,"50%",0.3,2.1,"16%",0.4,0.8,"50%",0.9,1.8,2.8,1.5,1.1,0.8,0.3,0.3,3.2,1.2,2.7
"28-01-2026 04:48:42",172,"013756","NIANG, CHEICKH",17,"https://media-cdn.cortextech.io/a4609238-373a-4c9f-9548-dde525b4ddca.png","TRN","TRE","Dolomiti Energia Trento","https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png",14,1,16.4595238095238,6.8,1.4,2.8,"51.3%",0.9,3.1,"29.5%",1.1,2.6,"44.4%",0.2,1.4,1.6,0.4,0.5,1.2,0.1,0.2,2.1,1.7,2.6
"28-01-2026 04:48:42",173,"007437","GONTIKAS, KONSTANTINOS",31,"https://media-cdn.cortextech.io/5f3e8a64-5416-4e96-87e3-88161c74cfcd.png","NIO","PAN","Panionios BC","https://media-cdn.cortextech.io/b29ffd81-917d-4cc9-bcbc-05d4a3b481c5.png",10,1,13.29,4.1,1.1,2.6,"42.3%",0,0,"0%",1.9,2.7,"70.4%",1,0.8,1.8,0.4,0.3,0.9,0.1,0.5,2.4,2,2.6
"28-01-2026 04:48:42",174,"012030","CLEARY, HARRISON",28,"https://media-cdn.cortextech.io/c75acbbd-4b6e-4eaf-bf2a-3da6d9b6a7a8.png","KLA","NEP","Neptunas Klaipeda","https://media-cdn.cortextech.io/ed0df5cd-c9e4-4387-bcd4-3606270cd255.png",15,4,15.5888888888889,6.3,0.8,2.4,"33.3%",1.1,3.1,"37%",1.3,1.4,"95.2%",0.1,0.5,0.6,1.2,0.3,0.9,0.1,0.3,2.8,1.6,2.4
"28-01-2026 04:48:42",175,"006006","TURUDIC, BENEDIKT",28,"https://media-cdn.cortextech.io/2602f0b7-5e20-4c89-b6a9-8b6d5c2a842a.png","HAM","HAM","Hamburg Towers","https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png",14,1,11.3952380952381,2.7,1,2.1,"48.3%",0,0,"0%",0.7,1.4,"50%",0.7,1.9,2.6,1.1,0.4,1.4,0.1,0.6,2.4,1.6,2.4
"28-01-2026 04:48:42",176,"013846","GASPA, MAX",19,"https://media-cdn.cortextech.io/8a60a2d9-9df8-4172-96d8-6c3627360d23.png","MAN","MAN","BAXI Manresa","https://media-cdn.cortextech.io/a28053c7-ada4-47de-ae4c-888c1b3996b6.png",10,2,11.305,3.8,0.8,2.1,"38.1%",0.4,1.4,"28.6%",1,1.2,"83.3%",0.5,1,1.5,1.6,0.4,0.7,0,0.2,3,1.4,2.3
"28-01-2026 04:48:42",177,"012289","AIRHIENBUWA, THEO",19,"https://media-cdn.cortextech.io/7c5bf0e3-23a9-4a08-9d47-c4ae5662887a.png","TRN","TRE","Dolomiti Energia Trento","https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png",9,2,6.74074074074074,1.7,0.4,0.8,"57.1%",0.1,0.4,"25%",0.4,0.7,"66.7%",0.3,0.6,0.9,0.1,0.4,0.1,0,0.1,0.9,1.1,2.2
"28-01-2026 04:48:42",178,"013906","JAMES, JOSIAH-JORDAN",25,"https://media-cdn.cortextech.io/31bcaae2-9293-45d3-a8f1-413d0adee69b.png","JER","JLM","Hapoel Jerusalem Basketball Club","https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png",15,6,19.0011111111111,2.9,0.6,0.9,"64.3%",0.5,2,"23.3%",0.3,0.5,"71.4%",0.6,1.7,2.3,0.7,0.5,0.3,0.1,0.1,2.5,0.4,2.1
"28-01-2026 04:48:42",179,"013854","THOMPSON, JAMES",30,"https://media-cdn.cortextech.io/3cd461c2-67b5-4d26-8e51-3ea89401cdf4.png","BUD","BUD","KK Buducnost","https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png",11,0,13.8287878787879,3.8,1.5,2.7,"56.7%",0,0,"0%",0.7,1.6,"44.4%",1.3,1.7,3,0.3,0.2,1.3,0.1,0,3.5,1.5,2.1
"28-01-2026 04:48:42",180,"004056","AKPINAR, ISMET",30,"https://media-cdn.cortextech.io/eddcba30-cc4f-45e5-bebc-74c170ed48b1.png","BAH","BKS","Bahcesehir Koleji Istanbul","https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png",12,1,9.93333333333333,3.6,0.5,0.7,"75%",0.8,2.3,"32.1%",0.3,0.4,"80%",0.2,0.3,0.5,0.2,0.2,0.1,0,0,1.2,0.6,2
"28-01-2026 04:48:42",180,"006382","FORRAY, TOTO",39,"https://media-cdn.cortextech.io/a59c6b19-e709-4fb8-85ea-0157fe1f62ee.png","TRN","TRE","Dolomiti Energia Trento","https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png",9,0,10.8388888888889,1.9,0.6,1.2,"45.5%",0.2,1.1,"20%",0.1,0.2,"50%",0.6,0.9,1.4,0.8,0.4,0.3,0,0,1.6,1,2
"28-01-2026 04:48:42",182,"011545","DIAKITE, MOHAMED",19,"https://media-cdn.cortextech.io/3fc44d04-4c9c-400e-abbd-2379bb9554df.png","ULM","ULM","ratiopharm ulm","https://media-cdn.cortextech.io/5750bc8b-dd63-48e4-8586-10d4e5e2b4e2.png",14,1,9.08690476190476,3.1,0.6,1.4,"40%",0.6,1.2,"47.1%",0.2,0.4,"60%",0.3,1.1,1.4,0.2,0.2,0.5,0.3,0.1,1.6,0.6,1.9
"28-01-2026 04:48:42",183,"014096","ADAMU, AMIN",28,"https://media-cdn.cortextech.io/cccb2693-6575-4ab3-b161-c37aa1f3bd83.png","LLI","LDN","London Lions","https://media-cdn.cortextech.io/102de468-9e41-4b8e-b44d-23bebb9e916f.png",15,11,13.2355555555556,4.7,1.3,2.9,"44.2%",0.7,1.7,"40%",0.1,0.4,"33.3%",0.2,1.3,1.5,0.9,0.4,1.7,0,0.1,1.7,0.7,1.8
"28-01-2026 04:48:42",184,"009432","CERKVENIK, MIHA",24,"https://media-cdn.cortextech.io/1c8ae659-bdf0-49ca-b51d-dee4ec5e478e.png","LJU","COL","KK Cedevita Olimpija","https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png",14,5,9.54404761904762,1.8,0.1,0.4,"33.3%",0.4,1.4,"25%",0.4,0.4,"100%",0.6,1.4,2,0.4,0.4,0.1,0,0.1,1.6,0.4,1.8
"28-01-2026 04:48:42",185,"010307","JOVANOVIC, DORDIJE",22,"https://media-cdn.cortextech.io/c5e07392-c82e-4ecc-9736-46553f2717a9.png","BUD","BUD","KK Buducnost","https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png",16,4,11.9427083333333,2.6,0.5,1,"50%",0.4,1.9,"19.4%",0.5,0.5,"100%",0.6,0.9,1.4,0.4,0.3,0.2,0,0.1,1,0.4,1.8
"28-01-2026 04:48:42",186,"013915","PATRIKIS, ANDREAS",19,"https://media-cdn.cortextech.io/3ea65554-20b1-419d-aebf-d7147b64bde1.png","NIO","PAN","Panionios BC","https://media-cdn.cortextech.io/b29ffd81-917d-4cc9-bcbc-05d4a3b481c5.png",9,0,7.02222222222222,1.2,0.2,0.6,"40%",0.1,0.2,"50%",0.4,0.4,"100%",1,0.6,1.6,0.1,0,0.6,0,0.2,0.6,0.4,1.6
"28-01-2026 04:48:42",187,"007653","GULTEKIN, YAVUZ",25,"https://media-cdn.cortextech.io/e560a883-4606-43b2-ac06-0a70c6e526ab.png","TTK","TTA","Turk Telekom Ankara","https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png",9,2,7.49814814814815,2,0.4,0.6,"80%",0.2,1.3,"16.7%",0.4,0.9,"50%",0.4,1.1,1.6,0.2,0.1,0.3,0,0,1.2,0.8,1.4
"28-01-2026 04:48:42",187,"013624","MILICIC, TEO",17,"https://media-cdn.cortextech.io/37681e57-8466-4c9d-8389-39afcc74876a.png","ULM","ULM","ratiopharm ulm","https://media-cdn.cortextech.io/5750bc8b-dd63-48e4-8586-10d4e5e2b4e2.png",9,0,10.1703703703704,2.1,0.3,0.6,"60%",0.1,1.3,"8.3%",1.1,1.3,"83.3%",0.1,0.8,0.9,1.6,0.4,1.9,0.1,0.1,1.4,1.4,1.4
"28-01-2026 04:48:42",189,"006907","KOZYS, VITALIJUS",26,"https://media-cdn.cortextech.io/81955588-57fa-4f23-a0c3-8ac0f0d9b749.png","KLA","NEP","Neptunas Klaipeda","https://media-cdn.cortextech.io/ed0df5cd-c9e4-4387-bcd4-3606270cd255.png",12,5,12.6486111111111,2.6,0.3,0.8,"44.4%",0.5,2,"25%",0.4,1.2,"35.7%",0.5,1.5,2,0.4,0.3,0.4,0.2,0,2.3,1.3,1.4
"28-01-2026 04:48:42",190,"014032","CZERNIEWICZ, BLAZEJ",23,"https://media-cdn.cortextech.io/2f75e8bc-2bc6-400b-adb2-8df2c777094a.png","WRO","WKS","WKS Slask Wroclaw","https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png",13,2,9.93974358974359,3.5,0.5,1,"46.2%",0.5,1.7,"31.8%",0.9,1.2,"75%",0.2,0.9,1.2,0.5,0.3,0.7,0.1,0.2,2.4,1.2,1.3
"28-01-2026 04:48:42",191,"013310","GREY, JARED",20,"https://media-cdn.cortextech.io/09dd929b-d7d3-4099-91ec-8017244b9746.png","HAM","HAM","Hamburg Towers","https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png",15,9,15.54,3.1,0.8,1.7,"46.2%",0.1,0.7,"18.2%",1.1,1.3,"80%",0.3,1.7,2,0.3,0.4,0.9,0,0.1,2.9,1.2,1.3
"28-01-2026 04:48:42",192,"006860","LAVRINOVICIUS, DANIELIUS",26,"https://media-cdn.cortextech.io/525ba85e-9b88-44e3-b165-f0461161a42d.png","LKB","LIE","Lietkabelis Panevezys ","https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png",16,4,11.4927083333333,3.6,0.8,1.6,"52%",0.6,1.4,"39.1%",0.2,0.4,"57.1%",0.6,0.6,1.2,0.4,0.1,0.6,0.2,0.1,2.4,0.7,1.2
"28-01-2026 04:48:42",193,"012242","HASSAN, PATRICK",18,"https://media-cdn.cortextech.io/46af31fa-b69d-4b90-bc6c-648ea4641b10.png","TRN","TRE","Dolomiti Energia Trento","https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png",14,1,11.1511904761905,2.3,0.6,1.2,"52.9%",0.3,1.7,"16.7%",0.1,0.2,"66.7%",0.4,0.4,0.7,0.7,0.5,0.6,0.1,0,0.9,0.4,1.1
"28-01-2026 04:48:42",194,"009359","KNUDSEN, GUSTAV",22,"https://media-cdn.cortextech.io/b009cdb0-c121-4625-93fd-fb341987b927.png","MAN","MAN","BAXI Manresa","https://media-cdn.cortextech.io/a28053c7-ada4-47de-ae4c-888c1b3996b6.png",13,2,10.9794871794872,2.2,0.6,0.9,"66.7%",0.2,0.9,"16.7%",0.5,0.8,"54.5%",0.2,0.8,1.1,0.6,0.5,0.7,0.2,0,2.1,0.6,0.9
"28-01-2026 04:48:42",195,"008038","RANDLE, CHASSON",32,"https://media-cdn.cortextech.io/08295075-8ab0-401a-8089-8c19e17450d2.png","LLI","LDN","London Lions","https://media-cdn.cortextech.io/102de468-9e41-4b8e-b44d-23bebb9e916f.png",9,1,13.0722222222222,4.3,0.3,0.9,"37.5%",1.1,2.6,"43.5%",0.3,0.9,"37.5%",0.2,0.8,1,0.7,0.1,1.1,0,0.1,2.3,0.9,0.9
"28-01-2026 04:48:42",196,"005390","DE NICOLAO, GIOVANNI",29,"https://media-cdn.cortextech.io/78704e13-9b99-486d-aca7-30168d9bfe2c.png","VNC","URV","Umana Reyer Venice","https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png",11,0,7.24848484848485,1.3,0.2,0.7,"25%",0.3,1.1,"25%",0.1,0.2,"50%",0.1,0.6,0.7,1.2,0.3,0.5,0,0.1,1,0.5,0.8
"28-01-2026 04:48:42",197,"006566","SLAVKOVIC, ANDRIJA",26,"https://media-cdn.cortextech.io/2e4cfc2c-daa4-4433-9d70-8edc561ef654.png","BUD","BUD","KK Buducnost","https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png",10,5,9.425,1.4,0.6,1.4,"42.9%",0,0.1,"0%",0.2,0.4,"50%",0.6,0.4,1,0.3,0.8,0.2,0.1,0,1.9,0.4,0.8
"28-01-2026 04:48:42",198,"005266","LABANCA, ANTONY",31,"https://media-cdn.cortextech.io/d64dec06-9be4-45e5-aebd-8bf6b04dba62.png","BOU","JLB","JL Bourg","https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png",15,1,16.7777777777778,5.3,0.6,1.3,"47.4%",1.3,4.1,"32.8%",0.1,0.1,"50%",0.3,0.3,0.6,0.8,0.2,0.9,0,0.1,1.9,0.2,0.7
"28-01-2026 04:48:42",198,"013958","POULIANITIS, STYLIANOS",30,"https://media-cdn.cortextech.io/8c0622fc-f6b6-420c-99e9-102f9352cb3c.png","ARI","ARI","Aris Thessaloniki","https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png",15,4,13.7422222222222,2.1,0.5,0.7,"63.6%",0.3,1.4,"23.8%",0.1,0.2,"66.7%",0.3,0.9,1.1,0.9,0.3,0.9,0,0.1,1.7,0.4,0.7
